event_id_cnty,event_date,notes,topic_manual
RUS4303,15 March 2020,"On 15 March 2020, several dozen people took part in a series of one-person protests in Moscow against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4320,15 March 2020,"On 15 March 2020, about 290 people took part in an authorized protest in Moscow in defence of Russia's ecology, demanding the authorities cease the creation of new waste collection and incineration plants in Russia's regions.",environmental
RUS4307,15 March 2020,"On 15 March 2020, police detained at least 25 people who were taking part in a series of one-person protests in Saint Petersburg against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4311,15 March 2020,"On 15 March 2020, over 150 people, including members of Yabloko, took part in an authorized protest in Saint Petersburg against the creation of new waste-collection plants in Russia's regions.",environmental
RUS4273,14 March 2020,"On 14 March 2020, about 35 members of KPRF, LF, and KR, took part in an authorized protest in Volgograd demanding an amnesty for Russia's political prisoners.",political
RUS4274,14 March 2020,"On 14 March 2020, about 300 people, including Kalmyk activists, took part in an authorized protest in Elista demanding the authorities respect the history and interests of the Kalmyk people.",social
RUS4275,14 March 2020,"On 14 March 2020, about 500-1000 people took part in an authorized protest organized by the KPRF in Khabarovsk against the newly proposed set of constitutional amendments that would annul incumbent presidential term limits, potentially allowing a sitting president to be elected for more than 2 terms.",legal
RUS4276,14 March 2020,"On 14 March 2020, about 400 people took part in an authorized protest in Irkutsk in support of Russia's political prisoners and against the newly proposed set of constitutional amendments that would annul incumbent presidential term limits, potentially allowing a sitting president to be elected for more than 2 terms.",legal
RUS4279,14 March 2020,"On 14 March 2020, about 40 LF activists took part in a series of coordinated one-person protests in Omsk against the newly proposed set of constitutional amendments that would annul incumbent presidential term limits, potentially allowing a sitting president to be elected for more than 2 terms.",legal
RUS4288,14 March 2020,"On 14 March 2020, about 800 people took part in an authorized protest in Yarensk against the plans to construct a new waste collection plant near Shiyes station in Arkhangelsk oblast and the new set of constitutional amendments proposed earlier this week.",environmental
RUS4289,14 March 2020,"On 14 March 2020, about 1000 people took part in an authorized protest in Kuloy against the plans to construct a new waste collection plant near Shiyes station in Arkhangelsk oblast and the new set of constitutional amendments proposed earlier this week.",environmental
RUS4283,14 March 2020,"On 14 March 2020, 25 ex-miners took part in an authorized protest in Gukovo demanding the authorities assist them with securing wage arrears.",economic
RUS4284,14 March 2020,"On 14 March 2020, about 40 cheated housing interest holders took part in an authorized protest in Rostov-on-Don demanding the authorities rule their housing blocs legal after it was constructed without the necessary approvals.",legal
RUS4282,14 March 2020,"On 14 March 2020, about 500 people took part in an authorized protest organized by the KPRF and LF in Penza against the newly proposed set of constitutional amendments that would annul incumbent presidential term limits, potentially allowing a sitting president to be elected for more than 2 terms.",legal
RUS4287,14 March 2020,"On 14 March 2020, about 60 people took part in an authorized protest in Novosibirsk demanding tougher penalties for animal cruelty.",environmental
RUS4277,14 March 2020,"On 14 March 2020, about 100 people took part in an authorized protest in Berdsk against the plans to construct a new prison in the city.",social
RUS4278,14 March 2020,"On 14 March 2020, about 1000 people took part in an authorized protest against the plans to construct a new cement plant in Krasnoobsk.",environmental
RUS4281,14 March 2020,"On 14 March 2020, about 70 people took part in an authorized protest organized by the KPRF in Kurgan against the newly proposed set of constitutional amendments that would annul incumbent presidential term limits, potentially allowing a sitting president to be elected for more than 2 terms.",legal
RUS4290,14 March 2020,"On 14 March 2020, about two dozen KPRF activists took part in an authorized protest in the town of Razumnoe against the socio-economic policies of the government and the poor state of local ecology.",environmental
RUS4291,14 March 2020,"On 14 March 2020, about 20-30 KPRF activists took part in an authorized protest in Novy Urengoy against the socio-economic policies of the government and the proposed set of constitutional amendments.",legal
RUS4286,14 March 2020,"On 14 March 2020, Moscow police detained about 50 people who were were taking part in a series of coordinated one-person protests in front of the FSB headquarters against the newly proposed set of constitutional amendments that would annul incumbent presidential term limits, potentially allowing a sitting president to be elected for more than 2 terms. Some were injured, most were released later that night.",legal
RUS4285,14 March 2020,"On 14 March 2020, Saint Petersburg police detained at least 3 activists, including a member of the LPR, who were taking part in a series of coordinated one-person protests against the newly proposed set of constitutional amendments that would annul incumbent presidential term limits, potentially allowing a sitting president to be elected for more than 2 terms.",legal
